Categoría,Nombre,Ingredientes,Preparación,Método,Tiempo,Dificultad,Tip
Merienda,Torta de chocolate en taza,"Harina, cacao, huevo.",1. Colocar todos los ingredientes en taza. 2. Mezclar hasta liso. 3. Cocinar hasta que suba.,Microondas,2 min,Muy Fácil,Queda muy bien con un centro de pasta de maní.
Merienda,Torta de limón en taza,"Harina, limón, huevo.",1. Mezclar harina y huevo. 2. Agregar jugo y ralladura de limón. 3. Cocinar hasta firme.,Microondas,2 min,Muy Fácil,Un postre express súper fresco y liviano.
Merienda,Torta de manzana en taza,"Manzana rallada, harina, huevo.",1. Rallar la manzana. 2. Mezclar con harina y huevo en taza. 3. Cocinar hasta firme.,Microondas,3 min,Muy Fácil,Podés sumar trocitos de manzana entera para más textura.
Merienda,Torta de naranja en taza,"Harina, naranja, huevo.",1. Mezclar harina y huevo. 2. Incorporar jugo y ralladura de naranja. 3. Cocinar hasta que leve.,Microondas,2 min,Muy Fácil,Usar ralladura de naranja orgánica para más sabor.
Merienda,Torta de ricota en taza,"Ricota, huevo.",1. Batir la ricota con el huevo hasta suave. 2. Colocar en taza. 3. Cocinar hasta cuajar.,Microondas,3 min,Fácil,Es como un mini cheesecake proteico y rápido.
Merienda,Torta de zanahoria en taza,"Zanahoria rallada, harina, huevo.",1. Mezclar todos los ingredientes dentro de la taza. 2. Cocinar hasta que crezca y quede firme.,Microondas,3 min,Muy Fácil,Una pizca de canela es clave en esta receta.
Merienda,Torta marmolada en taza,"Harina, cacao, huevo.",1. Preparar mezcla base. 2. Separar una parte y sumar cacao. 3. Intercalar ambas en la taza. 4. Cocinar hasta que suba.,Microondas,2 min,Muy Fácil,Postre individual rápido y muy vistoso.
Merienda,Tostada con fruta,"Pan o arroz, queso untable, fruta fresca.","1. Tostar el pan si corresponde. 2. Untar con queso untable. 3. Decorar con rodajas de kiwi, banana o fruta elegida. 4. Servir al momento.",Crudo,5 min,Muy Fácil,Un chorrito de miel encima queda excelente con la fruta.
Merienda,Tostada con fruta sin TACC,"Pan sin TACC o arroz, queso, fruta.",1. Tostar el pan apto o usar tostadas de arroz. 2. Untar con queso. 3. Agregar frutas frescas cortadas por encima.,Crudo,5 min,Muy Fácil,La combinación de queso y frutillas es muy fresca.
Merienda,Tostadas,Pan.,1. Colocar las rebanadas en la airfryer en una sola capa. 2. Cocinar hasta que queden doradas y crocantes.,Airfryer,4 min,Muy Fácil,Cocinar a 180°C para que queden crocantes.
Merienda,Tostadas con maní,"3 tostadas integrales, mantequilla de maní.",1. Tostar si hace falta. 2. Untar con pasta de maní o queso vegano. 3. Servir enseguida.,Crudo,5 min,Muy Fácil,Aporta mucha saciedad gracias a las grasas naturales.
Merienda,Tostadas con mermelada y semillas,"3 tostadas light, queso, mermelada, semillas.",1. Untar las tostadas con queso. 2. Agregar mermelada por encima. 3. Terminar con mix de semillas.,Crudo,5 min,Muy Fácil,Las semillas aportan el toque crocante necesario.
Merienda,Tostadas con queso untable,"Pan integral, queso descremado.",1. Tostar el pan integral. 2. Untar con queso descremado. 3. Servir caliente o tibio.,Tostadora,5 min,Muy Fácil,Sumar una pizca de orégano o pimienta arriba.
Merienda,Tostadas integrales,Pan integral.,1. Colocar las rebanadas en tostadora. 2. Cocinar hasta doradas y crocantes.,Tostadora,4 min,Muy Fácil,Ideales para acompañar con palta o huevo.
Merienda,Tostado integral,"Queso light, pan integral, tomate, infusión.",1. Armar el sándwich con queso y tomate. 2. Cocinar en plancha hasta dorar ambos lados. 3. Servir con la infusión caliente.,Plancha,7 min,Fácil,Podés frotar un ajo en el pan antes de tostar para más sabor.
Merienda,Tostado sin TACC,"Queso light, pan sin TACC, tomate, infusión.",1. Armar el tostado con queso y tomate. 2. Llevar al horno hasta dorar y fundir el relleno. 3. Servir caliente.,Horno,10 min,Fácil,"El pan sin TACC suele ser más quebradizo, no lo tuestes de más."
Merienda,Tostado vegano,"Queso vegano, pan de salvado, tomate, infusión.",1. Armar el sándwich con queso vegano y tomate. 2. Cocinar en plancha hasta dorar y ablandar el relleno. 3. Servir caliente.,Plancha,7 min,Fácil,Tapar la plancha ayuda a que el queso vegano se ablande mejor.
Merienda,Vigilantes,"Harina, levadura, aceite.",1. Preparar la masa y dejar leudar. 2. Formar tiras largas. 3. Colocar en placa. 4. Cocinar hasta dorar.,Horno,15 min,Fácil,Podés ponerles un poquito de azúcar arriba antes de hornear.
Merienda,Vigilantes integrales,"Harina integral, levadura.",1. Preparar la masa integral y dejar descansar. 2. Formar bastones. 3. Cocinar hasta dorados.,Horno,15 min,Media,Ideales para los que prefieren una merienda más salada.
Merienda,Yogur con frutos secos,"Yogur descremado, 20 g de frutos secos.","1. Servir el yogur frío en bowl o vaso. 2. Agregar nueces, almendras o mix elegido.",Crudo,2 min,Muy Fácil,Ideal para cuando necesitás algo rápido y nutritivo.
Merienda,Yogur con granola,"Yogur descremado, granola, 1 fruta.",1. Colocar yogur en bowl. 2. Sumar granola y fruta picada. 3. Servir enseguida.,Crudo,5 min,Muy Fácil,Podés dejar la granola arriba para que no se ablande.
Merienda,Yogur con tostadas,"Yogur, 2 tostadas de salvado, mermelada, queso.",1. Servir el yogur frío. 2. Untar las tostadas con queso y mermelada. 3. Acompañar todo junto.,Crudo,5 min,Muy Fácil,Un desayuno o merienda clásico y completo.
Merienda,Yogur y frutas secas,"Yogur descremado, 20 g de frutas secas sin TACC.",1. Servir el yogur bien frío. 2. Agregar el puñado de frutas secas por encima.,Crudo,2 min,Muy Fácil,Podés usar nueces o almendras.
Merienda,Yogurt + 2 tostadas,"Yogur descremado, 2 tostadas sin TACC, mermelada, queso.",1. Servir el yogur frío. 2. Untar las tostadas con queso y mermelada. 3. Acompañar como combo.,Crudo,5 min,Muy Fácil,Un desayuno con varias texturas.
Merienda,Yogurt con granola y fruta,"Yogur descremado, granola, 1 fruta fresca.",1. Colocar yogur en vaso o bowl. 2. Sumar granola. 3. Agregar fruta troceada. 4. Servir o llevar.,Crudo,5 min,Muy Fácil,Armalo en capas si lo vas a llevar.
Merienda,Cookies de banana y avena,"1 banana madura, 5 cucharadas de avena.",1. Pisar la banana hasta hacer un puré cremoso. 2. Agregar la avena y mezclar hasta integrar. 3. Formar pequeñas cookies sobre papel manteca. 4. Cocinar hasta firmes y doradas.,Airfryer,10 min,Muy Fácil,Dejalas enfriar para que endurezcan más.
Merienda,Muffins de manzana,"Manzana rallada, huevo, harina, canela.",1. Mezclar todos los ingredientes hasta obtener una preparación homogénea. 2. Repartir en moldes aptos. 3. Cocinar hasta dorar y crecer.,Airfryer,12 min,Fácil,No llenar los moldes hasta arriba. 
Merienda,Budín mini de banana,"Banana, huevo, harina, vainilla.","1. Pisar la banana hasta puré. 2. Mezclar con huevo, harina y vainilla. 3. Volcar en molde chico. 4. Cocinar hasta firme.",Airfryer,15 min,Fácil,Pinchar al centro para comprobar cocción. 
Merienda,Chips de manzana,"1 manzana, canela.",1. Cortar rodajas bien finas. 2. Distribuir separadas. 3. Espolvorear canela. 4. Cocinar hasta secas y crocantes.,Airfryer,14 min,Muy Fácil,Darlas vuelta a mitad de tiempo. 
Merienda,Rollitos dulces de canela,"Pan lactal, canela, miel.",1. Aplastar el pan con rodillo o vaso. 2. Untar con miel y espolvorear canela. 3. Enrollar firme. 4. Cocinar hasta dorar.,Airfryer,8 min,Fácil,Servir tibios. 
Merienda,Brownie exprés,"Huevo, cacao, harina, azúcar, aceite.","1. Mezclar todo hasta que no queden grumos. 2. Volcar en molde pequeño. 3. Cocinar hasta firme, dejando centro húmedo.",Airfryer,12 min,Fácil,No sobrecocinar para que quede húmedo. 
Merienda,Donitas de vainilla,"Harina, huevo, leche, vainilla.",1. Mezclar ingredientes hasta suave. 2. Colocar en molde de donas. 3. Cocinar hasta dorar.,Airfryer,12 min,Fácil,Decorar con chocolate al salir. 
Merienda,Scones rápidos,"Harina, manteca, leche.",1. Unir ingredientes sin amasar de más. 2. Estirar suave y cortar discos. 3. Cocinar hasta dorar.,Airfryer,12 min,Fácil,Quedan mejor si la manteca está fría. 
Merienda,Tostadas con ricota dulce,"Pan, ricota, miel.",1. Tostar el pan. 2. Mezclar ricota con miel. 3. Untar al salir caliente.,Airfryer,4 min,Muy Fácil,Sumá ralladura de limón. 
Merienda,Croissant relleno,"Masa hojaldrada, dulce de leche.",1. Cortar triángulos de masa. 2. Colocar relleno. 3. Enrollar y cocinar hasta dorar.,Airfryer,10 min,Fácil,Sellá bien puntas para que no salga el relleno. 
Merienda,Cookies con chips,"Harina, manteca, azúcar, chips.",1. Mezclar ingredientes. 2. Formar bolitas y aplastar apenas. 3. Cocinar hasta dorar bordes.,Airfryer,10 min,Fácil,Dejar espacio entre cookies.
Merienda,Banana caramelizada,"Banana, canela, miel opcional.",1. Cortar la banana al medio. 2. Espolvorear canela. 3. Cocinar hasta dorar y caramelizar.,Airfryer,8 min,Muy Fácil,Ideal con yogur. 
Merienda,Mini facturas rápidas,"Masa lista, azúcar.",1. Cortar la masa en tiras o formas. 2. Espolvorear azúcar. 3. Cocinar hasta dorar.,Airfryer,10 min,Fácil,Pintalas con huevo antes. 
Merienda,Budín de limón mini,"Harina, huevo, limón, azúcar.",1. Mezclar todo hasta homogéneo. 2. Colocar en molde chico. 3. Cocinar hasta seco al pinchar.,Airfryer,15 min,Fácil,Agregar ralladura para más sabor. 
Merienda,Peras tibias especiadas,"Pera, canela.",1. Cortar la pera en gajos. 2. Cocinar hasta tierna y aromática.,Airfryer,10 min,Muy Fácil,Servir con queso crema. 
Merienda,Tarta de manzana rápida,"Masa pequeña, manzana, canela.",1. Colocar masa en molde. 2. Cubrir con láminas finas de manzana. 3. Cocinar hasta dorar.,Airfryer,12 min,Media,Pintar con mermelada al salir. 
Merienda,Pancakes mini,"Huevo, harina, leche.",1. Mezclar todo hasta liso. 2. Colocar porciones chicas sobre papel manteca. 3. Cocinar hasta dorar.,Airfryer,8 min,Fácil,Hacerlos pequeños para manejarlos fácil. 
Merienda,Pan de queso,"Queso rallado, huevo, almidón.",1. Mezclar todo. 2. Formar bolitas. 3. Cocinar hasta infladas y doradas.,Airfryer,10 min,Fácil,Servir recién hechos. 
Merienda,Trufas tibias rápidas,"Dátiles, avena, cacao.",1. Procesar todo hasta unir. 2. Formar bolitas. 3. Calentar apenas para textura blanda.,Airfryer,4 min,Fácil,No cocinar demasiado. 
Merienda,Tostado dulce de banana,"Pan, banana, canela.",1. Armar sándwich con banana en rodajas. 2. Espolvorear canela. 3. Cocinar hasta dorar.,Airfryer,6 min,Fácil,Presionar un poco antes de cocinar. 
Merienda,Muffin de cacao,"Harina, cacao, huevo, leche.",1. Mezclar ingredientes hasta homogéneo. 2. Colocar en molde. 3. Cocinar hasta firme.,Airfryer,12 min,Fácil,Sumá chips si querés
Merienda,Palmeritas rápidas,"Masa hojaldrada, azúcar.",1. Enrollar ambos extremos hacia el centro. 2. Cortar rodajas. 3. Cocinar hasta dorar.,Airfryer,10 min,Fácil,Dejá separación entre piezas.
Merienda,Chips de pera,"Pera, canela.",1. Cortar láminas finas. 2. Cocinar hasta secar y quedar crocantes.,Airfryer,14 min,Muy Fácil,Ideal para snack crocante. 
Postre,Helado casero de banana,Banana congelada.,1. Colocar la banana congelada en procesadora. 2. Procesar varios minutos raspando los bordes si hace falta. 3. Continuar hasta lograr textura cremosa tipo helado. 4. Servir al momento.,Procesadora,5 min,Muy Fácil,Ideal para aprovechar bananas maduras congeladas.
Postre,Helado de banana y coco,"Banana congelada (200g), coco rallado, chocolate rallado.",1. Procesar la banana congelada hasta que quede cremosa. 2. Agregar coco rallado y mezclar. 3. Terminar con chocolate rallado por encima. 4. Servir enseguida.,Procesadora,5 min,Fácil,Consumilo en el momento para mejor textura.
Postre,Helado de chocolate y almendras,"Banana congelada, cacao amargo, almendras picadas.",1. Procesar la banana con el cacao hasta obtener una crema lisa. 2. Incorporar almendras picadas al final. 3. Mezclar apenas. 4. Servir frío.,Procesadora,5 min,Fácil,Las almendras al final conservan el crocante.
Postre,Helado de dulce de leche,"Dulce de leche, queso untable, pasta de maní, leche, nueces.",1. Mezclar todos los ingredientes hasta integrar. 2. Colocar en moldes o recipiente con tapa. 3. Llevar al freezer hasta firme. 4. Servir unos minutos después de retirarlo.,Freezer,10 min + frío,Fácil,Ideal para un postre goloso y cremoso.
Postre,Helado de frutas,"Frutas congeladas, yogur natural.",1. Colocar las frutas congeladas en procesadora. 2. Agregar una cucharada de yogur. 3. Procesar hasta lograr textura cremosa. 4. Servir enseguida.,Procesadora,5 min,Muy Fácil,Usá yogur natural sin azúcar para versión más liviana.
Postre,Helado de frutilla y arándanos,"Banana, arándanos, leche.",1. Licuar todos los ingredientes hasta homogéneo. 2. Volcar en moldes o recipiente. 3. Llevar al freezer hasta firme. 4. Servir bien frío.,Freezer,5 min + frío,Fácil,Una opción ideal para verano.
Postre,Helado de melón,"Melón congelado (300g), yogur natural.",1. Procesar el melón congelado con yogur. 2. Endulzar si lo deseás. 3. Continuar hasta que quede cremoso. 4. Servir o freezar unos minutos más.,Procesadora,5 min,Fácil,El melón bien maduro aporta mejor sabor.
Postre,Helado de melón y naranja,"Melón, naranja.",1. Procesar ambas frutas por separado. 2. Intercalar capas en moldes o vasos. 3. Llevar al freezer hasta firme. 4. Servir bien frío.,Freezer,10 min + frío,Media,Queda estilo helado de agua súper natural.
Postre,Banana al horno,"Banana, canela.",1. Cortar la banana al medio o en rodajas gruesas. 2. Colocar en fuente apta horno. 3. Espolvorear canela. 4. Hornear hasta dorada y tierna.,Horno,15 min,Muy Fácil,La canela resalta el dulzor natural sin agregar azúcar.
Postre,Brownie casero,"Harina, cacao, azúcar, huevo.",1. Mezclar todos los ingredientes hasta integrar. 2. Volcar en placa cuadrada enmantecada. 3. Emparejar superficie. 4. Hornear hasta bordes firmes y centro húmedo.,Horno,20 min,Fácil,No lo cocines de más para mantener textura fudgy.
Postre,Brownie de banana,"Banana, cacao, avena.",1. Pisar la banana hasta puré. 2. Agregar cacao y avena. 3. Mezclar bien y volcar en molde chico. 4. Hornear hasta firme.,Horno,20 min,Fácil,Queda húmedo y delicioso frío.
Postre,Brownies,Mezcla brownie.,1. Preparar según indicaciones del paquete. 2. Volcar en molde enmantecado. 3. Hornear a temperatura media. 4. Retirar y dejar enfriar.,Horno,22 min,Muy Fácil,Respetá el tiempo para que no se sequen.
Postre,Budín,Mezcla de budín.,1. Preparar la mezcla según envase. 2. Volcar en molde aceitado. 3. Hornear hasta que al pinchar salga seco. 4. Dejar enfriar antes de desmoldar.,Horno,30 min,Muy Fácil,Esperá unos minutos antes de cortarlo.
Postre,Budín de banana,"Banana madura, harina integral, huevo.",1. Pisar la banana. 2. Mezclar con harina y huevo hasta integrar. 3. Volcar en molde de budín. 4. Hornear hasta dorar.,Horno,30 min,Fácil,Usá bananas bien maduras para mejor sabor.
Postre,Budín de manzana,"Manzana rallada, harina integral, huevo.",1. Rallar la manzana. 2. Integrarla con harina y huevo. 3. Volcar en molde engrasado. 4. Hornear hasta dorado.,Horno,30 min,Fácil,Podés sumar esencia de vainilla.
Postre,Carrot cake en taza,"Zanahoria rallada, avena.",1. Mezclar los ingredientes en una taza amplia. 2. Integrar bien. 3. Cocinar en microondas hasta que crezca. 4. Servir tibio.,Microondas,3 min,Muy Fácil,Ideal para un antojo express.
Postre,Cheesecake de maní,"Maní, queso untable, huevo.",1. Procesar o mezclar todos los ingredientes. 2. Volcar en taza o molde chico. 3. Cocinar en microondas hasta cuajar. 4. Dejar reposar.,Microondas,4 min,Fácil,El maní aporta sabor intenso y cremosidad.
Postre,Cheesecake en taza,"Queso untable, huevo, stevia.",1. Batir todo dentro de la taza. 2. Cocinar en microondas hasta firme. 3. Dejar reposar un minuto. 4. Servir.,Microondas,3 min,Muy Fácil,Queda genial con frutas rojas arriba.
Postre,Churros,Churros listos para horno.,1. Colocar en placa sin superponer. 2. Llevar al horno caliente. 3. Cocinar hasta dorados y crocantes. 4. Servir tibios.,Horno,8 min,Muy Fácil,Al horno quedan más livianos que fritos.
Postre,Cookies clásicas,"Harina, azúcar, manteca, huevo.",1. Formar la masa. 2. Hacer bolitas pequeñas. 3. Distribuir en placa. 4. Hornear hasta bordes dorados.,Horno,12 min,Fácil,Dejá espacio entre ellas porque se expanden.
Postre,Cookies de banana y avena,"Banana, avena.",1. Pisar la banana. 2. Mezclar con avena. 3. Formar galletitas. 4. Hornear hasta firmes.,Horno,15 min,Muy Fácil,Solo dos ingredientes y quedan increíbles.
Postre,Cookies de cacao y banana,"Banana, cacao, avena.",1. Pisar la banana. 2. Mezclar con cacao y avena. 3. Formar cookies. 4. Hornear hasta listas.,Horno,15 min,Muy Fácil,Podés sumar chips de chocolate amargo.
Postre,Cookies de coco,"Coco rallado, azúcar, huevo.",1. Unir todos los ingredientes. 2. Formar bolitas pequeñas. 3. Colocar en placa. 4. Hornear hasta dorar bordes.,Horno,12 min,Fácil,Súper aromáticas y sin harina.
Postre,Crumble clásico,"Fruta, harina, azúcar, manteca.",1. Colocar fruta en fuente. 2. Hacer arenado con resto de ingredientes. 3. Cubrir la fruta. 4. Hornear hasta dorado.,Horno,25 min,Fácil,Servilo tibio con yogur.
Postre,Crumble de manzana,"Manzana, avena, canela.",1. Cortar la manzana en cubos. 2. Colocar en fuente. 3. Cubrir con avena y canela. 4. Hornear hasta crocante arriba.,Horno,25 min,Fácil,La avena queda crocante y la manzana tierna.
